2880 1282 16718 37886 18755 25257 7896 32541 948 29308 19233 18010 7197 21123 6577 7901 14220 7233 10001 2029 30394 30394 30394 30394 30394 30394 30394 30394 30394 30394 30394 30394
36556 21047 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847 31847
24186 5418 31919 1887 8568 35353 15851 13321 8033 3750 3750 31502 31502 31502 31502 31502 31502 31502 31502 19324 28013 21216 11001 15609 10608 2569 14357 25400 33062 18774 12293 14824
3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260
7138 33028 784 15473 3340 2411 7101 5331 14367 18427 23405 18018 4762 32294 13912 23537 26274 36034 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838
36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 36595 22861 24309 24309 24309
27763 28670 24986 26395 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260
32239 13530 36180 29382 17179 29124 29939 18648 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484 14484
31689 8023 12086 30280 14806 7151 3255 10371 22381 22381 5394 5394 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764
33356 20526 18566 17844 1529 26922 4983 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260 7260
16076 1041 26255 19498 19498 19498 19498 19498 19498 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970 4970
9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158 9158
12072 16908 17914 31567 8203 25762 7415 29324 29324 29324 21363 5225 4826 4134 24697 23888 34796 18387 11871 13047 17727 18544 32788 27390 27390 27390 27390 27390 27390 27390 27390 27390
4617 20578 19498 19498 19498 19498 9138 19498 19498 19498 19498 19498 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220 6220
3138 10329 37238 12285 15558 20817 13919 25 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092
30870 36844 31948 4502 31614 14612 9748 20049 24811 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679 2679
1534 30979 21831 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594
6679 25506 31158 9562 4722 32851 16900 13705 13705 21232 3382 37656 1431 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306 18306
8546 1608 19673 12797 33816 23112 12529 28825 19861 24451 24451 24451 24451 24451 24451 24451 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432
2358 18988 18988 18988 18988 18988 18988 18988 18988 18988 19413 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988
1353 24006 1159 34173 2356 28097 17951 36950 12585 33142 30075 18109 8605 8605 8605 8605 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216
26657 5797 10483 34722 11638 14663 26122 28645 29730 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216
36319 26116 37283 36055 3198 2546 4216 29224 16706 16706 16706 16706 16706 16706 16706 16706 16706 16706 16706 16706 16706 1034 1061 9054 12764 12764 12764 12764 12764 12764 12764 12764
12280 24998 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
18286 11925 5958 18922 7312 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576 3576
9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897
17648 1386 29997 38598 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 7447 37683 37683 37683 37683 37683 37683 37683 37683 37683 37683
32154 16997 9549 12668 37565 3258 3371 23703 10908 20989 21735 21735 21735 13111 25419 4826 36724 36724 36724 36724 36724 36724 7585 7585 7585 7585 7585 7585 7585 7585 7585 7585
20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726
6692 37483 31231 21895 12967 2147 7579 16921 21873 19201 34053 2055 4372 4372 4372 4372 8230 8230 8230 8230 8230 8230 8230 8230 8230 8230 8230 8230 8230 8230 8230 8230
19828 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736 7736
22563 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 38397 36147 36147 36147 36147 36147 36147 36147 36147 36147 36147
17279 14902 12018 32106 19733 35713 33469 31454 22947 3128 12863 21831 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594
35868 33685 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432 32432
20971 643 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 17104 4826 29795 3496 17214 32164 8012 18245 8018 8339 28530 10437
16147 37224 1521 12997 22178 32484 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458 3458
36035 37543 38113 14564 37008 13534 33169 13978 29475 22552 32251 7525 32078 25702 7856 27972 12114 5098 5098 5098 5098 5098 5098 5098 5098 5098 5098 5098 5098 5098 5098 5098
1110 27961 34332 9133 31071 15041 31577 22768 27563 27563 27563 27563 38130 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517 33517
15493 13784 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598 8598
34905 4600 16118 16897 31727 35778 35778 35778 35778 35778 35778 35778 35778 35778 35778 35778 35778 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216
21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618 21618
7610 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495 28495
25152 32139 29665 22667 8471 35063 26282 22345 28407 28407 28407 28407 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522 33522
2817 7190 6898 18689 6957 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 18988 19413 18988 18988 18988 18988 18988 18988 18988
20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515 20515
26921 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765
18065 15829 17427 5712 2845 16156 16156 9138 9138 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838 15838
17515 30492 34439 13736 5545 20526 12630 17866 37246 2339 11305 11305 11305 33084 18327 1248 1248 1248 1248 1248 1248 1248 1248 1248 1248 1248 1248 1248 1248 1248 1248 1248
19356 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535 8535
11669 26269 34492 82 37406 16041 3949 8334 833 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112 21112
26034 9006 36970 36827 9518 12090 28551 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088
12430 22234 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324 31324
10434 18531 14994 9217 8107 21831 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594
31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216
20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726 20726
21196 4823 13956 12075 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764
28768 26403 35932 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216 31216
9235 8724 10307 26746 11491 11491 11491 11491 11491 11491 11491 11491 11491 11491 11491 11491 11491 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764
12906 12328 28013 29601 27988 19824 1794 8097 2638 21928 37719 4708 36112 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925 24925
2419 8831 1865 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764
