89 28904 32517 32108 21271 20221 31033 31033 31033 6961 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118 8118
35077 22369 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046 29046
35425 9892 29498 29198 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011 38011
21682 19226 1305 12951 13127 14825 14825 14825 1622 28551 17540 17540 17540 17540 17540 17540 17540 36571 17540 17540 17540 17540 17540 5785 17540 17540 5785 5785 5785 5785 5785 5785
59 59 59 59 59 59 17616 35998 23961 21717 21717 14743 34294 1061 1061 17174 17790 17790 1419 1419 1419 1419 1419 900 900 900 900 900 900 900 900 900
20887 20567 27991 4446 36766 28371 28371 28371 28371 28371 28371 28371 27511 5950 5950 29977 33414 9639 7146 12942 12942 12942 12942 12942 12942 12942 12942 12942 12942 12942 12942 12942
32473 32619 18587 18587 18587 18587 18587 18587 18587 18587 18587 18587 18587 18587 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109 3109
959 6830 16445 38214 31583 30972 10523 9569 36967 21831 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594
5384 2884 13357 29787 4885 18057 18057 18057 30979 21831 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 30594 14453 27390 27390 27390 27390 27390 27390 25704 25704 25704
1677 14931 1411 7132 18905 15065 24290 35137 35137 35137 35137 35137 35137 35137 35137 35137 35137 35137 35137 35137 35137 35137 31222 31222 31222 31222 31222 31222 31222 31222 31222 31222
11128 25386 35626 35626 35626 35626 35626 35626 35626 28148 24701 32528 7526 30959 3267 34459 34844 37161 13705 13705 13705 13705 13705 13705 13705 13705 13705 13705 13705 13705 13705 13705
193 37656 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 26724 10540 10540 10540 10540 10540 10540 10540 10540 10540 10540 10540 10540
38411 27008 27008 27008 27008 27008 27008 27008 27008 27008 27008 27008 27008 27008 27008 31216 31216 31216 31216 31216 31216 31216 11761 106 9026 11439 11439 11439 11439 11439 11439 11439
18256 27173 3395 21955 996 29597 3034 26127 2845 26127 26127 37853 15011 5532 5919 2845 2845 2845 2845 36947 14790 14009 23347 16323 1431 17104 17104 17104 17104 2863 2863 2863
35996 37753 35079 4546 22879 22879 22879 22879 22879 22879 22879 22879 22879 4546 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092 29092
9516 17228 31276 11621 1076 19639 1955 1955 26509 34732 35476 11321 38281 1645 22108 24168 24168 4560 24168 4560 4560 4560 4560 4560 4560 4560 4560 4560 4560 6548 6548 6548
8986 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346 33346
3750 3750 3750 3750 3750 3750 36362 19066 25356 6324 3909 26122 26122 26122 26122 18775 10333 23192 16706 16706 16706 29862 1549 34442 27437 18501 2557 31545 22032 7478 29928 11205
29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223 29223
3041 15448 27920 21636 2116 3002 3383 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495 14495
18342 11275 4324 10926 32396 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277 37277
8787 22941 4392 12036 28885 25892 26648 12643 2445 2445 6397 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148 4148
30664 29834 32704 4650 10196 5345 5335 9898 14453 27390 1431 1431 28551 26600 26600 26600 26600 26600 26600 26600 26600 26600 26600 26600 26600 26600 26600 9740 7260 7260 7260 7260
30436 37571 1443 24553 24553 24553 24553 24553 24553 24553 223 37171 32432 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120 2120
3128 3128 32387 34035 25464 27028 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 27390 1670 1670
19612 1163 35883 6040 28551 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764 12764
30814 16954 24727 5658 29111 7078 19402 33780 28939 30106 23564 23564 23564 23564 23564 23564 23564 26203 27043 27043 27043 27043 27043 27043 26203 27043 27043 27043 35287 35287 35287 35287
11564 1857 11801 36023 17829 719 32421 28397 32013 4761 21377 21377 21377 21377 21377 21377 21377 21377 21377 21377 21377 21377 21377 7100 7100 7100 7100 7100 7100 7100 7100 7100
1200 11272 25944 28219 10001 13851 10862 10862 10862 10862 10862 16285 10188 19400 36022 38442 12857 19941 21445 21445 2674 2674 9191 34762 18785 37419 2202 36651 35986 3865 13237 16702
26379 10072 26489 11169 10485 9072 24211 20175 4774 29864 28732 24451 24451 7786 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629 24629
3485 34309 10745 27834 13076 16499 34590 22302 14385 18933 37731 17225 26817 28551 2863 17104 6105 16254 16254 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765 17765
25102 25102 25102 25102 25102 25102 25102 25102 25102 25102 25102 25102 25102 25102 12952 12952 12952 12952 11439 11439 11439 11439 11439 11439 11439 11439 11439 11439 11439 11439 11439 11439
30728 8976 30850 33558 3930 28732 30979 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614 19614
20421 31197 34825 22764 29818 21717 21717 21717 21717 11263 35603 3000 7114 15455 27445 17844 16205 37161 28814 28814 26560 26560 32850 28802 37070 19871 32634 32634 32634 32634 32634 32634
16652 16943 36396 36396 36396 36396 36396 26371 28551 28551 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088 37088
18527 24175 24175 24175 38674 25599 9110 30055 30031 26621 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 9897 34772 34772 34772 34772 34772
9175 14131 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082 7082
34089 34089 34089 34089 34089 34089 34089 34089 34089 34089 34089 34089 34089 34089 34089 34089 34089 16435 26618 26618 26618 26618 26618 26618 26618 26618 26618 26618 26618 26618 26618 26618
30493 30493 12092 12092 12092 12092 12092 12092 12092 37261 37261 29479 29479 7948 12754 9274 24927 11028 2510 9175 11366 28407 28407 28407 6650 6188 36901 36185 31306 14768 16359 27349
